V,timestamps
-2.1026611328125,5e-05
-1.58447265625,0.0001
-1.67633056640625,0.00015000000000000001
-1.64886474609375,0.0002
-1.7413330078125,0.00025
-1.7340087890625,0.00030000000000000003
-1.80450439453125,0.00035
-2.012939453125,0.0004
-1.67938232421875,0.00045000000000000004
-1.86737060546875,0.0005
-1.87286376953125,0.00055
-1.7333984375,0.0006000000000000001
-1.81549072265625,0.0006500000000000001
-1.81121826171875,0.0007
-1.790771484375,0.00075
-1.829833984375,0.0008
-2.220458984375,0.0008500000000000001
-1.87286376953125,0.0009000000000000001
-1.663818359375,0.00095
-1.84600830078125,0.001
-2.01904296875,0.0010500000000000002
-1.9610595703125,0.0011
-1.82525634765625,0.00115
-1.75018310546875,0.0012000000000000001
-1.90093994140625,0.00125
-1.77703857421875,0.0013000000000000002
-1.943359375,0.00135
-1.7901611328125,0.0014
-1.84906005859375,0.0014500000000000001
-1.756591796875,0.0015
-1.82861328125,0.0015500000000000002
-1.5887451171875,0.0016
-1.7974853515625,0.00165
-1.89697265625,0.0017000000000000001
-1.71173095703125,0.00175
-1.5997314453125,0.0018000000000000002
-1.85638427734375,0.00185
-1.71295166015625,0.0019
-1.75537109375,0.0019500000000000001
-1.6131591796875,0.002
-1.6485595703125,0.00205
-1.6314697265625,0.0021000000000000003
-1.64764404296875,0.00215
-1.75140380859375,0.0022
-1.7608642578125,0.0022500000000000003
-1.9683837890625,0.0023
-1.884765625,0.00235
-1.8292236328125,0.0024000000000000002
-1.73309326171875,0.00245
-1.91497802734375,0.0025
-1.87042236328125,0.00255
-1.88690185546875,0.0026000000000000003
-2.06756591796875,0.00265
-1.86859130859375,0.0027
-2.19635009765625,0.0027500000000000003
-1.9012451171875,0.0028
-1.8841552734375,0.00285
-1.93939208984375,0.0029000000000000002
-1.89788818359375,0.00295
-1.7559814453125,0.003
-1.72637939453125,0.00305
-1.63238525390625,0.0031000000000000003
-1.90704345703125,0.00315
-1.9635009765625,0.0032
-1.7889404296875,0.0032500000000000003
-1.8304443359375,0.0033
-1.6583251953125,0.00335
-1.66168212890625,0.0034000000000000002
-1.7388916015625,0.0034500000000000004
-1.6552734375,0.0035
-1.81976318359375,0.00355
-1.59698486328125,0.0036000000000000003
-1.67633056640625,0.00365
-1.62109375,0.0037
-2.03460693359375,0.0037500000000000003
-1.767578125,0.0038
