V,timestamps
-4.62982177734375,5e-05
-4.278564453125,0.0001
-4.66339111328125,0.00015000000000000001
-4.8797607421875,0.0002
-4.70672607421875,0.00025
-4.962158203125,0.00030000000000000003
-4.97222900390625,0.00035
-4.9822998046875,0.0004
-4.4952392578125,0.00045000000000000004
-4.71527099609375,0.0005
-4.25048828125,0.00055
-4.22882080078125,0.0006000000000000001
-4.47479248046875,0.0006500000000000001
-4.43511962890625,0.0007
-4.32464599609375,0.00075
-4.1748046875,0.0008
-4.32281494140625,0.0008500000000000001
-4.70916748046875,0.0009000000000000001
-4.40582275390625,0.00095
-4.81689453125,0.001
-4.51324462890625,0.0010500000000000002
-4.13116455078125,0.0011
-4.51324462890625,0.00115
-4.26666259765625,0.0012000000000000001
-4.2254638671875,0.00125
-4.18975830078125,0.0013000000000000002
-4.14520263671875,0.00135
-4.41009521484375,0.0014
-4.06768798828125,0.0014500000000000001
-4.56512451171875,0.0015
-4.5220947265625,0.0015500000000000002
-4.21722412109375,0.0016
-4.8834228515625,0.00165
-4.67132568359375,0.0017000000000000001
-4.37042236328125,0.00175
-4.564208984375,0.0018000000000000002
-4.51507568359375,0.00185
-4.493408203125,0.0019
-3.6798095703125,0.0019500000000000001
-4.17449951171875,0.002
-4.37347412109375,0.00205
-4.0252685546875,0.0021000000000000003
-4.178466796875,0.00215
-4.2706298828125,0.0022
-4.10186767578125,0.0022500000000000003
-4.71435546875,0.0023
-4.7430419921875,0.00235
-4.5086669921875,0.0024000000000000002
-4.42138671875,0.00245
-4.65789794921875,0.0025
-4.6026611328125,0.00255
-4.17572021484375,0.0026000000000000003
-4.40765380859375,0.00265
-4.27001953125,0.0027
-4.32830810546875,0.0027500000000000003
-4.373779296875,0.0028
-4.31488037109375,0.00285
-4.415283203125,0.0029000000000000002
-4.55841064453125,0.00295
-4.78729248046875,0.003
-4.5703125,0.00305
-4.27734375,0.0031000000000000003
-4.434814453125,0.00315
-4.5501708984375,0.0032
-4.1864013671875,0.0032500000000000003
-4.217529296875,0.0033
-3.95416259765625,0.00335
-4.1046142578125,0.0034000000000000002
-4.01824951171875,0.0034500000000000004
-3.99627685546875,0.0035
-3.96820068359375,0.00355
-3.71063232421875,0.0036000000000000003
-4.0667724609375,0.00365
-4.20654296875,0.0037
-3.67034912109375,0.0037500000000000003
-4.38323974609375,0.0038
-4.18670654296875,0.00385
-4.00421142578125,0.0039000000000000003
-3.7847900390625,0.00395
-4.312744140625,0.004
-3.87939453125,0.00405
-4.029541015625,0.0041
-4.16290283203125,0.00415
-3.961181640625,0.004200000000000001
-3.67279052734375,0.00425
-3.65386962890625,0.0043
-3.739013671875,0.004350000000000001
-3.740234375,0.0044
-4.02587890625,0.00445
-4.04022216796875,0.0045000000000000005
-4.2926025390625,0.00455
-3.9825439453125,0.0046
-4.1058349609375,0.0046500000000000005
-4.168701171875,0.0047
-4.0802001953125,0.00475
-4.2547607421875,0.0048000000000000004
-4.0484619140625,0.00485
-3.8189697265625,0.0049
-4.1510009765625,0.00495
-4.10797119140625,0.005
-3.92578125,0.005050000000000001
-4.036865234375,0.0051
-3.946533203125,0.00515
-4.381103515625,0.005200000000000001
-4.08782958984375,0.00525
-4.39056396484375,0.0053
-4.1302490234375,0.005350000000000001
-4.2608642578125,0.0054
-4.515380859375,0.00545
-4.691162109375,0.0055000000000000005
-4.25750732421875,0.00555
-4.51080322265625,0.0056
-4.31732177734375,0.0056500000000000005
-4.30450439453125,0.0057
-3.93341064453125,0.00575
-3.876953125,0.0058000000000000005
-4.28375244140625,0.00585
-4.2388916015625,0.0059
-4.07928466796875,0.00595
-4.18792724609375,0.006
-4.28131103515625,0.006050000000000001
-4.6466064453125,0.0061
-4.59930419921875,0.00615
-4.59503173828125,0.006200000000000001
-4.38629150390625,0.00625
-3.98284912109375,0.0063
-4.4915771484375,0.006350000000000001
-4.2926025390625,0.0064
-4.2877197265625,0.00645
-4.234619140625,0.006500000000000001
-4.215087890625,0.00655
-4.3817138671875,0.0066
-3.87939453125,0.0066500000000000005
-4.2626953125,0.0067
-4.434814453125,0.00675
-4.29718017578125,0.0068000000000000005
-4.390869140625,0.00685
-4.3975830078125,0.006900000000000001
-4.18426513671875,0.0069500000000000004
-4.63531494140625,0.007
-4.2547607421875,0.007050000000000001
